from,to
8183,8721
6545,3621
3521,14008
14763,9404
7987,3621
425,66
6316,3621
1384,1384
1233,3621
13444,11142
13650,9858
1587,3621
4177,5690
2622,3545
3903,35416
3948,4526
2349,5690
2926,3621
11016,5373
613,4526
14768,13356
2349,4183
14740,14517
9449,4183
10076,14008
9449,14008
2051,13132
11142,6194
2821,5690
9471,4526
5371,1478
14748,2597
7460,14512
10194,13835
6205,11142
14450,6761
14771,10368
9652,1106
4428,11395
14497,6269
5107,6772
1335,13132
14450,5023
454,1106
2874,1384
6545,1106
12482,1095
14497,1095
9924,9924
12617,78
12482,1648
10400,1737
3849,32
12976,1106
4832,4183
1004,1737
11919,1737
440,5690
14777,943
1946,6466
20038,1384
728,6976
3849,5337
14497,12027
297,51
12482,5000
12120,5690
14450,493
121,51
290,51
2510,9584
51,14302
6794,14302
8208,4526
288,4183
5094,398
4790,398
14783,385
12664,14702
8032,5000
12120,824
7460,303
11016,5373
380,303
9928,13132
14497,5000
12166,3849
5010,13132
2807,51
1114,51
14793,51
7311,5690
14740,824
391,51
391,3621
1587,3621
11142,13825
14797,51
9833,5690
8008,4036
6085,14794
3502,5000
1245,14302
6153,683
5513,683
14450,763
3503,683
11512,824
5267,14302
12914,14800
14639,14800
8131,3402
14771,9545
9928,14800
391,14800
13526,5690
8699,14623
8252,1176
11142,14324
7294,14361
1778,13825
6094,14441
10503,14800
1715,14788
7460,9947
353,14324
14551,2011
13373,13373
14551,10893
4231,5690
1756,1409
5267,1384
5267,5690
4706,2234
14771,9545
9022,14805
14551,5690
450,14806
51,5690
14809,4333
11260,1674
14497,4362
2234,13694
13774,6976
13774,3402
4221,5690
1409,3848
1573,13700
121,6094
3992,14812
4008,14812
40578,1234
14450,13093
11318,14813
5513,2191
6976,6976
14497,6227
4794,5690
14705,14816
4753,11115
4250,6976
1450,13093
14175,14639
290,14819
5690,2191
6085,14816
14740,9924
13825,9924
11394,3623
14497,8134
14497,1546
6666,8699
10076,3623
250,14385
1266,9924
6518,9924
7410,382
14497,14595
7126,3623
5210,8699
2926,14816
6794,14816
14771,10820
11919,5810
3132,5810
290,5810
14094,5690
14809,9046
434,3186
14827,10234
5267,14302
4183,3623
2874,3186
14830,14302
9072,3641
763,3641
7410,14828
11445,3106
12301,14828
10231,3106
3983,2011
11540,12394
2508,14498
8899,3106
13113,12394
10076,12394
6666,800
14832,14324
5010,14324
14832,14324
14510,3106
14510,3106
6545,2191
1631,2191
7743,13905
14157,3623
4183,3623
49,2926
955,2807
4556,3106
14809,10400
14809,65
14450,431
4961,4961
14450,4197
9924,13825
6107,9924
14302,13825
12705,9833
14497,3503
4428,35428
7460,35428
12301,9924
6269,290
12482,290
297,14252
3521,35428
6794,4197
10076,35428
14694,14361
1939,14761
6756,1384
11919,14464
1149,1657
5091,14464
6153,1657
1378,1657
14493,8430
14845,3106
3847,14252
14493,8430
8699,2586
12120,2586
2841,1657
3710,9124
6085,4423
1532,4183
1409,5069
11016,65
13552,65
7031,11286
5496,2290
14848,2290
297,2290
6094,1441
6794,4423
5034,4183
6316,934
10059,935
6794,9833
9022,934
2926,934
14809,360
11417,9858
14830,14302
353,934
613,934
14450,4842
1409,8430
10076,14854
8799,934
1114,13628
3983,12978
8799,3816
12482,934
13356,13356
14302,11259
14515,4526
4661,14857
6094,14858
9072,451
4231,2623
11919,14464
4351,14024
11100,4183
4556,14862
14497,11056
12205,5069
6794,14864
297,14464
51,1459
6794,11618
4556,14865
11142,2900
6101,14862
8008,9858
8032,2051
7031,12617
1176,12481
14830,14302
2361,12481
11142,14865
934,4416
14517,14361
14743,14361
2807,10909
2233,10909
3324,10446
4140,14850
14869,11535
14517,7031
14450,8799
2807,14114
7392,1459
3684,2900
14740,2544
6651,4416
9022,13978
7868,13628
1657,4891
35575,14812
1056,4416
13356,13885
1149,14812
4642,44243
14497,14510
5229,2672
14694,14361
3996,14639
943,14639
4556,13978
12518,14878
12518,1459
14450,4246
8799,2544
2642,1590
7460,33841
14717,1459
3521,5301
9269,2672
14771,1459
3642,1464
14740,3811
1985,2530
1441,14881
12482,2530
4556,3811
7031,2530
13566,3859
12120,11291
4040,10909
14551,11291
9896,10909
454,12643
3642,14357
3992,22
4558,1464
10819,10909
1004,13184
14849,5371
5690,2386
5690,14885
14849,4928
4720,10265
4231,7614
4653,6227
6950,4544
11926,14850
9022,14889
4183,1546
8103,1546
7031,431
14689,431
12858,3023
5301,14891
2284,2
7392,14891
3840,3840
14497,14891
3996,2868
1946,2672
13878,14794
2874,344
10266,8799
7460,13747
36466,9124
12120,11291
431,5309
7031,7538
2926,11398
14896,14098
14694,14840
14564,14840
14497,14840
5107,7614
12617,8430
11260,14894
2,2
7311,14891
943,6430
10076,6430
3106,1409
1573,14901
3992,11504
14905,1409
6316,14889
1698,4183
2698,8430
2837,1409
10819,14860
2837,1409
943,1573
1703,2233
14865,14865
11260,6360
13113,450
4231,14385
1587,45
22,11504
14302,13825
3684,2233
13972,14147
11142,5756
2926,3902
290,2233
391,3902
1310,3902
3521,66
10076,66
9062,2233
7031,5756
14689,5701
3502,5337
8103,5337
8588,14179
13475,9305
12310,5337
8799,10194
394,5337
7460,13975
9947,13975
11260,14912
10366,5810
14913,13506
10076,450
8799,1340
10076,14904
12120,1340
121,10718
14915,14794
14417,2192
7666,14916
13878,13506
1532,2192
406,10400
360,5337
10503,5337
14913,10400
4790,4333
2874,2147
14230,1674
12120,5701
8216,14639
7410,14917
5340,1340
14915,7521
1898,1674
14497,10400
7031,12890
431,4333
5690,10400
14230,14922
14230,14917
14924,348
2218,6206
13377,7
14497,1291
2841,6856
14497,8176
2290,14926
6316,14918
10946,3332
14340,13506
6043,3402
271,8891
1223,10930
1465,14860
121,14860
1939,14926
6153,14931
14548,8721
14771,10820
6506,450
2660,14918
1223,4246
12205,10820
14771,13481
7460,13766
4144,13766
4438,10909
7392,10820
3996,13766
4144,1095
10366,14379
10076,13766
14497,14510
839,13822
5690,14379
6950,14869
1345,14379
9072,14934
5575,14934
6355,14869
6030,14510
613,14462
1223,6481
7410,4047
1573,14379
6666,14510
6666,10095
935,934
14639,14379
2000,7206
10819,14860
5340,6481
14865,14939
2807,13099
4262,14800
14915,14939
9072,13625
4832,14940
3891,14574
2926,14940
12660,9401
454,1483
10076,4437
13263,14574
3544,14574
7743,14940
2874,13766
11318,14940
14943,43085
14944,6953
8008,12734
1149,14940
13099,13099
4437,14945
10076,14945
2481,4437
5101,14945
1223,13688
13099,13363
6481,14870
14913,7206
12547,4903
12643,14574
6794,7281
4790,4528
259,11964
14913,6085
5690,4528
4721,4437
1985,11964
382,8430
454,2562
14948,8430
7206,8430
7934,14251
2926,8430
3521,8430
3992,11504
4008,370
582,11964
8252,8430
11786,2841
14913,14940
11260,7934
14955,359
8891,8891
4118,4118
6666,8430
12120,359
7448,3544
14230,8430
12976,14721
14450,14119
7311,14958
4661,1256
10076,12390
14230,1459
3684,11016
3902,12976
6818,14958
3983,9924
6316,4118
290,14510
14689,359
9022,14961
14689,12781
13113,14940
66825,66825
7666,2841
14849,4416
2481,4486
37021,3544
12674,11259
2841,14969
109,2530
13113,14969
5301,9672
35416,35416
14230,4416
14973,6094
1463,14869
1149,9672
2841,9672
5340,4416
14901,9672
12858,9672
3521,2841
288,9672
11618,11618
8799,382
4246,5482
10280,385
14901,431
10266,9672
5498,5292
5371,1593
2807,5378
13480,14969
14975,14971
8891,8891
13650,1593
14976,5789
50854,13385
8891,1384
3891,1384
4767,1384
5428,1459
7031,385
11142,14982
1985,385
2383,1384
1079,1459
13733,1384
10076,14993
317,7780
5428,11259
2554,7392
9022,8871
6518,8871
4118,7392
12674,8871
12976,8871
14807,8871
1409,8871
4008,11786
3891,78
10734,359
4872,14850
385,8871
14302,11259
9672,7780
440,8871
12482,78
7710,11576
2192,8871
2530,8871
13878,7206
14913,7206
6827,4194
6030,1384
6094,8871
13972,7392
2480,6094
3684,15000
11716,15002
4354,14982
14450,4800
2628,9672
14652,8871
2197,14940
4814,382
4231,4800
4354,3736
4428,9947
10820,10820
5963,7392
6794,1355
1355,1355
1353,344
422,8799
9928,1648
1149,1355
12678,1648
11540,8871
10076,9947
11259,8871
1304,11259
2926,382
14551,12176
5263,12176
78,10330
9022,15013
3521,9947
11786,297
9449,1441
7311,10330
317,11142
11124,11016
1149,10330
5263,12176
4194,1441
2968,14436
290,12176
14167,5708
1898,14963
6101,15018
12482,10330
15012,13822
10265,10368
4556,3077
3847,9833
943,15022
4312,15021
3503,1050
4144,297
4344,473
8176,13809
4556,15024
7144,7144
10862,4262
13268,1459
297,13441
3634,332
14901,332
14913,14379
7666,473
14901,15021
9928,332
11919,7144
1778,4087
4832,4087
12120,4087
3992,4087
4925,4087
3992,4087
7410,4087
121,484
2530,4087
9545,4087
14901,13441
4832,4087
250,4087
454,4087
14517,4087
14436,14436
9386,15027
6101,4087
454,416
14493,4087
11142,14436
14493,4087
11142,15028
2294,4087
11540,429
14302,15027
13441,13441
13650,4087
7410,429
13650,14865
5081,13441
4231,14436
1061,7743
460,7845
12120,3077
6666,4087
7743,7743
1811,15028
6153,15031
14187,4087
15033,4087
9896,7743
1345,1459
8899,429
8871,416
8621,297
15034,4087
6794,4087
1465,1459
6794,4087
6316,4087
6794,7743
3324,806
14187,4087
1409,14354
6976,15032
9928,14354
14915,7743
12310,14354
14915,4087
14901,14497
13878,4087
14948,14497
10194,14354
630,4087
1985,297
13650,1783
14901,15036
12120,1783
2290,15028
290,15031
9449,5344
1465,4637
1021,4087
1021,4087
6666,15038
1465,15037
15040,14958
11926,15028
8212,5344
391,4087
4177,4087
7521,14948
14510,78
5801,4087
11919,12337
1887,4087
1887,416
13822,416
1887,1587
1887,416
3891,66
13322,4087
1176,15036
396,425
8629,4087
6793,4087
7743,15036
15042,6953
3402,14497
8103,425
14595,1587
4183,425
9928,425
5659,425
4008,12832
15044,806
5301,15041
12482,15041
12705,577
12617,1847
519,3709
1306,3318
15020,15020
454,4087
13500,8430
3521,7845
10819,425
297,7845
3521,7845
14915,1587
6794,4087
5751,416
1946,13669
6794,6466
8008,35575
405,4556
297,35575
1778,4087
4556,14497
2083,7845
3545,4087
1441,4118
78,14157
4790,750
14915,1946
943,5259
12572,4087
297,297
15058,6953
15059,11142
15061,4087
1703,15056
450,15050
9449,4842
1345,15060
10366,15060
7031,14157
2481,4685
7031,381
12107,4685
1310,11395
2349,425
7031,416
1703,11395
78,750
381,14157
10366,15068
1446,15032
2349,5259
1266,15054
1050,12176
3803,12176
2874,4685
3659,12176
15071,416
14807,15056
12205,81883
15073,4685
4008,271
1176,302
1098,6094
4556,8176
943,14579
9928,14806
7460,828
7460,6949
6666,15072
5585,15056
4144,14806
1961,398
1131,13244
6278,14806
10076,6949
7294,15069
5542,1946
752,431
13121,5970
392,5970
121,10400
11860,5970
1916,5970
824,5970
2781,5970
15028,15028
2781,5970
2781,5970
2781,5970
5001,5970
7845,5970
2530,12301
51,14124
1149,4149
6794,12301
66,2177
4231,2177
4231,398
4354,4118
2197,5002
297,398
13972,14579
2554,5210
2290,13121
2807,11016
6976,8784
1898,5002
4281,5970
1587,5970
9022,12176
6094,44243
582,2177
7144,12176
15073,8212
1441,44243
3402,5002
1061,11054
7743,10828
3402,15090
1450,11504
11072,398
2530,12176
14971,14971
5301,15099
1778,2389
1492,15090
14175,5002
35833,15105
392,5002
1131,6094
7076,15103
1056,15103
4231,15099
6316,5970
9417,5970
8008,7144
10366,15108
14447,332
14763,2389
5903,8871
14450,15111
15112,15110
321,12208
430,12208
4354,15105
7743,8871
1131,8871
66,15105
5751,8871
6666,4528
15118,15111
66,343
15120,935
13628,1
15122,2802
1898,4556
14175,7780
1573,343
10696,11016
613,343
14230,1
51,2530
35833,343
20038,2024
6976,15125
35840,15125
10048,1
10366,2530
11540,1
4661,7967
11540,1
9417,1
8621,2024
14497,15125
78,2678
5690,15128
284,15126
10839,1
1131,13822
5690,15129
1465,15126
284,14243
2530,15132
1650,14175
2123,1
2349,1
2874,36285
1822,2349
284,15105
5750,4040
1703,15134
6666,1
5849,8991
49,9163
15137,1050
6316,15133
49,15105
6151,8991
9672,5810
14915,3621
15133,15133
4183,9163
13249,1662
14479,1662
2781,5970
2781,5970
1306,1223
35840,15132
15144,3124
398,398
15147,10217
1961,398
12705,3621
10366,13139
5498,5292
6506,1050
10366,5292
3759,5292
406,2048
4231,13139
1004,1573
6101,1573
14302,13825
4354,15132
8008,15132
12205,5295
15028,7288
4832,1573
1345,15143
15152,3848
7150,13694
13694,13694
8008,2192
10400,1340
1898,15028
10076,4558
15028,2192
13650,1939
14497,2192
5081,4558
12610,12961
2290,1168
14497,14175
437,6936
12166,6936
10194,3102
1778,9850
262,1168
9944,1168
2349,10909
23571,12961
302,15028
5753,14441
634,942
302,2294
4556,15161
14515,10095
10076,519
8799,15028
9072,10095
12482,10095
1306,2384
7294,15166
121,15161
9072,15168
6666,6936
4312,2530
8049,15159
4556,5229
4556,7144
454,1939
5371,7144
4354,7144
1946,3621
11670,7780
7460,14993
6153,14143
1306,14143
14628,14993
11332,12176
15175,3848
297,30
484,15169
14302,15176
2554,15129
10076,11395
14913,11259
13265,519
4428,3233
12674,11259
13265,2308
2653,3233
12617,1847
49,6936
14579,9163
66,391
13650,7311
12120,7311
454,7311
12120,7311
51,1587
121,391
3272,1149
13113,15191
5585,7311
5903,4903
7460,6254
15193,4528
943,11846
11919,1168
5301,15194
4231,15194
1946,11115
5917,1587
6153,15194
4428,33841
7103,15191
1946,2672
3996,4437
14840,15161
12205,11291
6666,11028
450,15139
8008,2672
2530,11504
12120,3509
11002,15197
15198,391
5107,4763
14450,11504
3545,4763
297,10095
6316,10095
3891,391
1131,10095
12482,7486
15200,391
9617,11846
1345,6205
35353,14436
7392,11504
2051,1459
15181,15181
2384,3032
15205,391
5810,7206
14288,13809
9269,7206
11145,461
14497,7486
13700,15197
14450,398
454,13625
2290,2784
297,2784
11142,6043
763,4002
11142,14740
8843,13694
20038,15212
519,11395
3684,15212
11318,7206
15215,4183
451,8358
302,15204
15218,7829
14517,14740
5810,15219
5735,10427
6094,15219
1946,15219
297,12260
12120,15221
5371,15221
15224,8871
9944,14466
4528,4177
12120,10820
1650,2051
2290,14466
14450,15221
4,15054
3983,14466
1176,2530
519,14514
13215,5323
3759,15226
4661,2642
3959,15228
20038,14466
15155,15155
988,14740
454,1056
2284,2481
11540,1459
6030,12301
5701,1056
4312,12260
4231,4312
430,4312
297,4312
1985,66
10076,2841
3983,1056
12674,15230
15155,1459
15238,1737
302,1056
15239,3045
9449,9947
78,12301
317,2051
8430,15221
15073,15227
4661,3886
9924,3623
4556,15221
8320,8320
2841,12259
9352,461
14302,14510
7206,913
385,913
12120,406
15056,3623
290,406
43085,2672
15245,492
2481,5310
2284,5310
10366,406
394,15246
13972,12301
11860,913
7031,8320
2841,450
6827,14708
2926,406
6460,15125
15251,913
7294,913
1400,913
11394,913
370,5738
14302,15253
15254,14916
4428,11661
14450,1021
11009,1056
13628,913
12482,913
290,2192
10898,2192
11504,2192
11142,4974
11009,2192
6666,2841
284,8721
360,9401
14628,492
7311,406
9022,2192
9896,2192
14450,2192
10076,11661
3992,2192
9022,4974
13650,4974
11540,1
11540,1
11540,290
8008,2672
3402,11259
10883,1
22,7952
1384,14328
13628,1
2290,1847
1985,1
2290,14328
3106,1847
1050,1847
8008,15255
1946,15260
9564,2192
9564,1847
2349,4721
4685,14328
6518,10400
5690,406
15073,14054
10867,15265
1708,12301
10366,4642
7743,13520
12674,13520
4183,4642
3402,15255
12664,15265
5810,2672
13736,15265
15021,15021
9944,9944
1985,15270
10400,913
1946,2672
6481,6481
11682,15270
297,15268
15274,15274
8176,13809
15247,10366
14497,12301
8176,13809
8176,15102
519,2308
3983,14497
9422,6094
1465,10820
14597,2192
14915,6976
14497,5690
6666,5094
14915,1168
745,9305
14515,7895
1532,6094
15247,2146
943,11705
2349,4707
11142,6094
9833,1197
14340,1168
4661,1302
5659,15287
745,2623
6206,3992
7031,35353
11661,15283
4528,2857
4362,4622
4661,10898
6666,2530
11142,3992
14564,2384
13650,10898
15295,10909
13650,7335
14013,15283
11500,6357
15295,14788
6094,3992
1384,5101
11786,451
6769,6769
121,2623
9463,6357
121,12832
14510,6357
8799,35353
13774,1234
4661,14436
519,7845
13444,1234
15304,9501
12482,35353
15306,1234
12120,2011
2290,1464
13628,1234
8176,13093
1131,9924
6666,109
13268,3602
8008,10035
15283,15283
13650,10035
11142,11142
11142,15311
15314,83
11142,10035
12120,11142
13127,10820
15293,1574
1539,11142
454,11142
297,9924
35353,757
3709,1234
14740,14712
3324,3324
15155,7177
11025,7177
1465,14740
1898,10035
1898,14974
121,14379
7868,2623
1056,9501
5301,14379
2841,14379
11262,15014
2954,7335
519,4800
10366,15246
10366,14379
12705,10035
12705,15325
5034,3753
7460,4231
658,15311
1939,15323
5267,3753
10366,3753
12107,3757
12705,2672
2481,3757
2628,2623
9658,4800
12176,6770
6153,13559
493,13559
1056,6770
13650,6770
7743,11394
10076,11060
9072,11394
6514,317
5101,12668
14740,5810
290,6770
1459,6770
6101,4423
6794,2672
2060,4177
15336,11142
51,6770
121,3757
1770,11142
1847,1121
4231,2349
11919,14812
9019,6316
51,4111
11919,15338
1004,3621
4304,7952
36285,36285
78,11394
78,7952
12120,11394
11568,6316
32,2841
2575,6316
14740,6649
10696,6316
14302,6316
13650,14324
11266,78
121,78
5896,4842
32332,14708
4183,1631
12166,7031
12166,13615
109,9417
15349,1674
767,11329
1441,11329
4842,15347
2841,14339
6506,12668
1310,13139
3684,15351
1131,39663
35353,2044
10366,5952
4661,3818
7952,7952
5301,1223
3106,3462
11919,6770
4814,812
15358,14362
1131,7294
1532,4416
1345,4659
11142,8871
2807,8871
4345,6649
297,8871
297,8871
297,8871
6666,5952
49,2841
1465,11176
468,5323
1573,11176
14154,2623
14013,35353
1335,11176
2349,10052
6514,10052
15365,3969
121,4659
8008,15351
7743,15366
13650,7442
2622,7442
8430,13825
12166,37021
11716,6953
14379,382
15372,13822
5743,2481
8799,1168
11716,15373
1459,382
109,2530
12120,382
6666,37021
6794,15379
13093,15381
1450,15379
8008,15381
11142,1197
9062,1197
8799,13385
1459,15379
13385,13385
3333,3333
1335,6953
2954,15383
6506,5661
2628,2149
2628,2149
12120,11142
10696,2149
9072,11142
12120,11142
1465,11142
13878,15381
297,11016
317,15387
15155,9093
4558,5627
3402,11142
3502,7867
1056,11142
22,351
2349,11142
2083,11142
6794,15293
3106,5627
3634,12832
14167,828
7813,15385
9019,6307
8008,5627
15155,15370
15394,1851
12352,1186
8733,2083
12352,1310
454,11142
12352,8103
8008,15054
8430,3818
12352,8320
3106,11142
1345,12832
13878,11142
3106,5506
15293,5506
7031,13863
1106,5627
1492,15393
7031,5627
3402,15393
8041,15396
297,5627
6214,3199
5010,15396
6794,5506
14510,11142
12337,5627
14510,6316
11142,11142
4428,11060
3684,5627
3684,11142
8008,942
3684,11142
7710,942
5587,11142
14915,9269
8799,2149
7031,1223
6921,5627
2821,4800
14497,1223
9093,9211
7031,15195
12120,15405
6794,2631
8212,1223
9072,1223
1492,1223
4231,15404
35353,6249
14510,11142
12878,10898
9896,2631
4659,2191
14915,4928
8250,13809
14915,6481
4556,13809
943,11061
1483,66
11394,11142
5585,11142
13972,2274
15409,15324
3983,8176
1921,2191
2290,1223
2628,2191
703,438
11142,2502
8430,2502
1450,5627
7077,5627
2149,15405
5701,6094
8430,11773
934,5627
7031,438
4362,9401
2349,1622
1345,6976
4832,4832
15837,6094
4262,396
2554,7294
51,5420
450,6249
15331,15417
13650,15417
943,15415
1131,1223
2954,6094
6649,2672
7399,5094
3902,2841
6518,1464
121,3902
7743,15417
15422,13607
15423,14510
2841,13615
2060,15417
454,7294
12120,15424
7710,3902
8452,14702
394,15213
7150,5069
9269,2361
13809,13809
6794,4086
1131,15405
6794,15427
10076,13615
10875,2530
4428,4333
4428,6074
8430,1121
6094,14639
4040,1121
4231,5420
1131,39663
454,9269
2349,1622
14763,14840
7709,1483
3996,13684
14447,14969
8430,15433
4262,14969
14915,15394
11786,5069
15155,15406
2384,1121
6936,14806
4008,15432
4600,10898
15438,14806
4008,4333
955,6094
2763,15433
943,6074
6460,14497
14450,15428
121,15432
15440,15435
15427,15379
9871,14806
15409,15324
15443,12135
15445,13684
13972,238
10819,13809
943,6074
12088,8019
11870,11870
15155,12832
7144,5970
12166,15449
2954,1121
2926,1047
4008,2841
297,2841
11512,11870
4528,14969
15454,1047
6430,2348
12120,1047
6545,1047
5583,5627
6545,15449
10076,2348
1778,15385
9019,2841
4177,14105
2349,15234
344,2841
360,35353
6646,14105
8212,1047
1465,2051
3521,2348
2349,35353
121,2841
5751,1047
6101,15438
8008,15457
12482,13338
14517,15462
15465,11850
519,10930
45,13338
1047,5970
8799,1047
4040,2051
14639,2642
14806,6527
12705,2672
3502,14105
14497,13338
7721,15464
290,8776
6871,8776
6818,8776
359,358
1171,8776
15470,7458
582,2841
12120,15463
766,1047
2926,8799
8019,14840
15474,1915
1202,14105
8699,13809
10454,2642
15293,1724
8733,5627
1465,13715
1465,11504
2349,15477
19475,15477
6545,290
1345,13715
11540,1234
1465,8183
9269,15325
2926,1047
11926,421
15479,15463
15417,8799
1459,1047
613,1047
1131,1441
6976,13070
6756,1355
766,1047
14672,3847
7868,1355
5751,6953
5229,2185
4008,1107
4991,8103
10076,15487
12482,15488
3503,12087
15325,9335
